Account ID,AdGroup ID,Report Date,Adult - Suitable Impressions,Crime & Harmful Acts - Suitable Impressions,"Death, Injury & Military Conflict - Suitable Impressions","Drugs, Alcohol & Tobacco - Suitable Impressions",Hate Speech & Acts of Aggression - Suitable Impressions,Misinformation - Suitable Impressions,Online Piracy - Suitable Impressions,Profanity & Obscenity - Suitable Impressions,Debated Sensitive Social Issues - Suitable Impressions,Spam - Suitable Impressions,Terrorism - Suitable Impressions,Arms & Ammunition - Suitable Impressions,Suitable Impressions,Brand Suitability %
6117086388,187144642938,2025-11-27,438,438,435,441,441,441,441,434,438,441,441,437,421,0.954649
6117086388,186228928316,2025-11-23,135819,135443,135442,135579,135923,135955,135951,135198,135732,135942,135911,135757,133584,0.982553
6021145596,189902476979,2025-12-18,402685,403707,402845,402445,403655,403898,403893,402771,403180,403797,403795,403484,398129,0.985702
6117086388,186228928316,2025-10-09,122367,122822,122656,122573,122889,122930,122928,122166,122892,122913,122887,122803,120729,0.982064
6117086388,186228928316,2025-12-12,130122,130544,130429,130361,130602,130644,130641,130256,130501,130624,130634,130565,128996,0.98737
1068691411,193473365491,2025-11-24,68,68,68,68,68,68,68,68,68,68,68,68,68,0.99999
6117086388,186228928316,2025-11-26,100436,100286,100266,100354,100489,100511,100506,100010,100421,100501,100499,100441,99291,0.987852
6117086388,999,2025-10-17,350210,350820,349846,350051,350941,351017,351002,350175,350905,351000,350939,350830,346834,0.988066
6117086388,999,2025-12-10,140842,140669,140691,140968,141132,141151,141148,140732,140904,141147,141137,140836,139159,0.98588
6117086388,999,2025-10-16,389826,390395,389788,389316,390508,390595,390559,389851,390502,390561,390529,390413,386620,0.989795
6117086388,999,2025-11-16,128399,126625,127838,128113,128433,128442,128366,127820,128285,128436,128437,127274,125138,0.974261
6117086388,999,2025-10-09,304292,305300,304717,304616,305500,305568,305554,304398,305468,305472,305511,305271,300658,0.983909
6021145596,999,2025-12-16,199657,199232,198539,198749,200932,201160,201002,196084,200084,200987,201022,199635,187583,0.932488
6117086388,999,2025-10-21,271011,271860,270453,271543,272030,272112,272100,271434,272023,272087,272064,271951,267751,0.983963
6117086388,999,2025-12-16,315116,315473,315133,315024,315594,315658,315651,314995,315289,315602,315629,315486,312685,0.990566
6117086388,999,2025-10-13,498238,499184,498577,497962,499365,499466,499334,498518,499355,499376,499381,498871,493816,0.988664
6117086388,999,2025-11-15,475542,473951,472405,474784,475753,475823,475756,472935,474920,475789,475790,475179,466897,0.981233
6117086388,999,2025-11-17,375334,373645,374370,374177,375717,375768,375720,373303,374452,375745,375722,374602,366869,0.976292
